id,eng_lemma,swe_lemma,status,pos,src
ICT301,block blocks blocking blocked,block/bunt blockera blockerar spärrad,bronze,N?,ICT
ICT307,boating,"""båtliv/""""färdas med båt""""""",bronze,N?,ICT
ICT314,bottle,flaska/butelj,bronze,N?,ICT
ICT324,breakdown,fördelning/sammanbrott,bronze,N?,ICT
ICT326,bridge bridges bridged bridging,bro/överbrygga broar/överbrygga överbryggade överbryggande,bronze,N?,ICT
ICT335,broadcast|s broadcasting broadcasters,sändning/sänder sändningsföretag,bronze,N?,ICT
ICT337,broken,bruten/trasig,bronze,N?,ICT
ICT342,budget,budget/budgetera,bronze,N?,ICT
ACM494,buffering,buffring/buffertlagring/mellanlagring,bronze,N?,ACM
ICT373,cache|s cached caching,cachen|cachar/mellanlagring cachad cachelagring,bronze,N?,ICT
ICT390,caller callers,uppringande part/parter,bronze,N?,ICT
ICT393,cancel|s,avboka/avbryter,bronze,N?,ICT
ICT403,carefully,noggrant/försiktigt,bronze,N?,ICT
ICT407,carrier carriers,nätgrossist/stamnätsoperatör/operatör,bronze,N?,ICT
ICT410,carry carrying carried,"""bär/bära """"som bär"""" genom/buren""",bronze,N?,ICT
ICT416,cease|s,upphör/upphöra,bronze,N?,ICT
ACM1435,centralization/decentralization,centralisering/decentralisering,bronze,N?,ACM
ICT428,challenge challenges challenged,utmana/utmaning utmanar/utmaningar utmanade,bronze,N?,ICT
ICT430,change changes changing changed changeable,förändra/förändring förändra/förändringar föränderlig förändrade/förändrats föränderlig,bronze,N?,ICT
ICT440,charging/billing,fakturera,bronze,N?,ICT
ACM501,checkpoint/restart,kontrollstation/återstart,bronze,N?,ACM
ICT450,choose|s chosen,välja/väljer valda,bronze,N?,ICT
ICT460,civil,civila/medborgerlig,bronze,N?,ICT
ICT462,claim claims claimed,kräva/krav kräver/kraven hävdade,bronze,N?,ICT
ACM258,client/server,klient-server,bronze,N?,ACM
ICT469,client/server programming,klient/server-programmering,bronze,N?,ICT
ICT474,close closed,stäng/klara stängd,bronze,N?,ICT
ICT476,cloud computing,datormoln/databehandling i molnet,bronze,N?,ICT
ICT485,cloud service/cloud services,molntjänst/molntjänster,bronze,N?,ICT
ACM1223,clustering,klustring/gruppering,bronze,N?,ACM
ICT486,cluster|s clustered clustering,"""kluster/""""samlas i klunga"""" kluster klustrade klustring""",bronze,N?,ICT
ICT488,coder/decoder,kodare / avkodare,bronze,N?,ICT
ICT496,collaboration,samarbete/utökad samverkan,bronze,N?,ICT
ICT499,collect collects collecting collected collecting,samla samlar samla uppsamlades uppsamling/samlande,bronze,N?,ICT
ICT504,combat,strid/bekämpa,bronze,N?,ICT
ACM1251,combined,kombinerad/samverkande,bronze,N?,ACM
ICT515,commit,begå/överlämna,bronze,N?,ICT
ICT516,commitment,åtagande/engagemang,bronze,N?,ICT
ICT522,community communities,gemenskap/samfundet samhällen,bronze,N?,ICT
ICT538,complete|s completion completed completely,fullständig fullborda/komplettera fullbordan avslutats helt,bronze,N?,ICT
ICT561,concentration,koncentration/koncentrering,bronze,N?,ICT
ICT564,concern concerns concerning,angå/beröra/gälla oro/bekymmer angående,bronze,N?,ICT
ICT577,congestion congested,trängsel/stockning belastade,bronze,N?,ICT
ICT584,connection connections connect connected connectivity connecting,anknytning/anslutning kopplingar anknyta ansluter,bronze,N?,ICT
ICT589,conserve,bevara/spara,bronze,N?,ICT
ICT593,consists consistent consisting,består konsekvent/överensstämmande/förenlig bestående,bronze,N?,ICT
ICT613,content provider/content providers,innehållsleverantören/innehållsleverantörer,bronze,N?,ICT
ICT615,context,kontext/sammanhang,bronze,N?,ICT
ICT617,context awareness/context-aware,kontextmedvetenhet,bronze,N?,ICT
ICT626,continually,kontinuerligt/oavbrutet,bronze,N?,ICT
ICT650,convey,förmedla/överföra,bronze,N?,ICT
ICT662,copy copies copied copying,kopiera/kopia kopior kopierar kopierade kopiering,bronze,N?,ICT
ICT674,correlation/correlation,korrelation/korrelationer,bronze,N?,ICT
ACM387,cost estimation,kostnadsberäkning/uppskattning,bronze,N?,ACM
ACM56,cost/performance,kostnad/prestanda,bronze,N?,ACM
ICT692,cracking,krackning/sprickbildning,bronze,N?,ICT
ICT728,customer value,kundnytta/kundvärde,bronze,N?,ICT
ICT730,cycle/cycles,cykel/cykeler,bronze,N?,ICT
ACM399,data abstraction,dataabstraktion/abstraktion av data,bronze,N?,ACM
ICT744,data mining,datautvinning/informationsutvinning/data mining,bronze,N?,ICT
ICT763,deal dealing,erbjuda/erbjudande/överenskommelse erbjuder,bronze,N?,ICT
ICT819,design designed,design/konstruktion utformad,bronze,N?,ICT
ICT821,design designed,utforma/konstruktion utformad,bronze,N?,ICT
ACM1219,design methodology,designmetodik/konstruktionsmetodik,bronze,N?,ACM
ICT844,device/devices,enhet/enheter,bronze,N?,ICT
ICT861,digital signal processor/digital signal processing,signalprocessor/digital signalbehandling,bronze,N?,ICT
ICT871,directive,direktivet/direktiv,bronze,N?,ICT
ICT872,directory,katalog/adresskalender,bronze,N?,ICT
ICT884,discovery,upptäckten/fynd,bronze,N?,ICT
ICT893,disposal,bortskaffande/förfogande,bronze,N?,ICT
ICT902,distributed distributing distribution,distribuerad distribuerar/fördelar fördelning,bronze,N?,ICT
ACM1097,distributed/network graphics,distribuerad/nätöverförd grafik,bronze,N?,ACM
ICT925,dot gain,punktförstoring/tonala värdeökning,bronze,N?,ICT
ICT929,download downloads downloaded,"""""""ladda ner""""/nerladda nedladdningar nedladdade""",bronze,N?,ICT
ICT939,duration durations,dubblett/duration löptider,bronze,N?,ICT
ICT952,easy easier easily,lätt/enkel lättare lätt,bronze,N?,ICT
ICT962,education,undervisning/utbildning,bronze,N?,ICT
ICT963,education for sustainable development,utbildning för hållbar utveckling/lärande för hållbar utveckling,bronze,N?,ICT
ICT971,efficiency,effektivisering/effektivitet,bronze,N?,ICT
ICT1027,end ends ended,slut/ände slutar slutade,bronze,N?,ICT
ICT1028,end users/employees/people,slutanvändare / anställda / personer,bronze,N?,ICT
ICT1030,end-to-end,"""""""ändpunkt till ändpunkt""""/obruten""",bronze,N?,ICT
ICT1081,equal,lika/jämlik/motsvara,bronze,N?,ICT
ICT1090,erroneous,felaktig/oriktig,bronze,N?,ICT
ICT1091,escrow escrowed,spärrade/depositionsavtal,bronze,N?,ICT
ICT1117,exchange exchanges exchanged exchanging,växel/utbyte utbyte utbyts utbyte,bronze,N?,ICT
ACM375,extensibility,utsträckbarhet/töjbarhet,bronze,N?,ACM
ACM427,extensible languages,uttänjbara/utsträckbara språk,bronze,N?,ACM
ICT1148,extent,utsträckning/omfattning,bronze,N?,ICT
ICT1152,extract|s,extrakt/extrahera,bronze,N?,ICT
ICT1192,federation,federation/förbund,bronze,N?,ICT
ACM34,firmware support of operating systems/instruction sets,stöd för operativsystem/instruktionsuppsättningar via fasta program,bronze,N?,ACM
ICT1230,fixed,fast/fixerad,bronze,N?,ICT
ICT1231,flash crowd/flash mob/flashmob,flash mob,bronze,N?,ICT
ICT1237,flow flows flowing,"""flöda/flöde flödar/flöden """"som flyter""""""",bronze,N?,ICT
ICT1238,fluids,fluider/vätska,bronze,N?,ICT
ICT1240,focus focuses focused,fokuser/fokus fokuserar fokuserade,bronze,N?,ICT
ICT1248,foreign,utländsk/främmande/utrikes-,bronze,N?,ICT
ICT1255,former formerly,tidigare förut/fordom/förr,bronze,N?,ICT
ICT1258,forward forwards forwarding forwarded,vidarebefordra/eftersända/omdirigera,bronze,N?,ICT
ICT1261,foundation,fundamentet/stiftelse,bronze,N?,ICT
ICT1265,fragment|s fragmented,fragmentet|fragmenten/fragment fragmenterad,bronze,N?,ICT
ACM1466,freeware/shareware,gratisprogram/spridprogram,bronze,N?,ACM
ICT1279,frequency-division/time-division,frekvensdelning / tidsuppdelad,bronze,N?,ICT
ICT1283,from/to,från / till,bronze,N?,ICT
ICT1284,front,främre/främsta,bronze,N?,ICT
ICT1296,fusion,fusion/sammansmältning/sammanslagning/samgående,bronze,N?,ICT
ICT1301,game games gaming,spelet/spel spel spelande,bronze,N?,ICT
ICT1321,genie,genie/ande,bronze,N?,ICT
ICT1359,grant,bidrag/bevilja,bronze,N?,ICT
ICT1369,group casting (multicasting?,flersändning/multisändning,bronze,N?,ICT
ACM1383,handicapped persons/special needs,handikappade personer/speciella behov,bronze,N?,ACM
ACM192,hardware/software interfaces,maskin- och programvarugränssnitt,bronze,N?,ACM
ACM1399,hardware/software protection,skydd för maskinvara och program,bronze,N?,ACM
ICT1414,healthcare,vård/sjukvård,bronze,N?,ICT
ICT1424,hence,följaktligen/därför/,bronze,N?,ICT
ICT1430,hibernate,ide/övervintra,bronze,N?,ICT
ACM1138,hidden line/surface removal,borttagning av skymda linjer och ytor,bronze,N?,ACM
ICT1434,high highly,hög högeligen/stark,bronze,N?,ICT
ICT1458,home networking/home networks,hemnätverk,bronze,N?,ICT
ICT1461,home surveillance/monitoring system,hem övervakning / övervakningssystem,bronze,N?,ICT
ICT1464,hops/s,hoppar / s,bronze,N?,ICT
ACM1270,hypertext/hypermedia,hypertext/hypermedier,bronze,N?,ACM
ICT1522,improvement/improvements,förbättring/förbättringer,bronze,N?,ICT
ICT1526,in/out,in / ut,bronze,N?,ICT
ACM447,input/output,in- och utmatning,bronze,N?,ACM
ACM495,input/output,in- och utmatning,bronze,N?,ACM
ICT1578,input/output,ingång / utgång,bronze,N?,ICT
ACM83,input/output and data communications,in- och utmatning och datakommunikation,bronze,N?,ACM
ACM165,input/output circuits,in/utmatningskretsar,bronze,N?,ACM
ACM89,input/output devices,in- och utenheter,bronze,N?,ACM
ICT1628,internal,inre/intern,bronze,N?,ICT
ICT1637,internetwork internetworking internetworked,"""internet internetteknologi/samverkan """"sammankopplade nätverk""""""",bronze,N?,ICT
ICT1677,issue issues issued,emittera/emission emissioner emitterade,bronze,N?,ICT
ICT1683,itself,sig/själv,bronze,N?,ICT
ICT1691,jitter,skakning/darrning,bronze,N?,ICT
ICT1695,keep keeps keeping,hålla håller förvar/vård,bronze,N?,ICT
ICT1706,key-value store/key-value data store,nyckel-värde datalager,bronze,N?,ICT
ICT1734,latency,latens/fördoldhet,bronze,N?,ICT
ICT1745,leader,ledare/chef,bronze,N?,ICT
ICT1762,leverage,hävstångs/påtryckning,bronze,N?,ICT
ICT1797,live multimedia distribution,direkt/levande multimediafördelning,bronze,N?,ICT
ICT1830,low power/low-power,lågeffekt,bronze,N?,ICT
ICT1862,mall/malls,galleria/köpcentrum,bronze,N?,ICT
ICT1863,manage manages managed manager manageable managing management,hantera förvaltar förvaltade direktör/chef/föreståndare/förvaltare hanterbar hantera ledningen,bronze,N?,ICT
ACM385,management (k.6.3,styrning/ledning (k.6.3,bronze,N?,ACM
ACM1471,management/maintenance,styrning/underhåll,bronze,N?,ACM
ICT1878,market markets marketing,marknad marknader marknadsföra/marknadsföring,bronze,N?,ICT
ICT1883,markup,stilsättning/uppmärkning,bronze,N?,ICT
ICT1888,master/slave,master/slave,bronze,N?,ICT
ICT1897,max/min/guaranteed,maximum/minimum/garanterad,bronze,N?,ICT
ICT1929,meta models/meta-models/metamodels,meta modeller,bronze,N?,ICT
ICT1930,meta-data/metadata,metadata,bronze,N?,ICT
ICT1936,methodology,metodologi/metodik,bronze,N?,ICT
ICT1937,metric metrics,metrisk metrik/verslära/mätvärden,bronze,N?,ICT
ACM274,microprocessor/microcomputer applications,mikroprocessor/mikrodator-tillämpningar,bronze,N?,ACM
ICT1976,mobile application/mobile application,mobilapplikation/mobilapplikationer,bronze,N?,ICT
ICT1985,mobile device/mobile devices,mobila enhet/mobila enheter,bronze,N?,ICT
ICT2026,modem/transceiver,modemet / transceivern,bronze,N?,ICT
ICT2033,monitor| monitoring,övervaka/monitor monitorer övervakning,bronze,N?,ICT
ACM1274,multi/mixed media,blandade medier/multimedier,bronze,N?,ACM
ACM1206,multidimensional,flerdimensionell/multidimensionell,bronze,N?,ACM
ACM430,multiparadigm languages,fler/mång/multi paradigmspråk,bronze,N?,ACM
ICT2068,multiplayer games/multiplayer gaming,multiplayerspel,bronze,N?,ICT
ACM472,multiprocessing/multiprogramming/multitasking,multi.../multiprogrammering/fleruppdragskörning,bronze,N?,ACM
ICT2087,municipal municipality/municipalities,kommunal kommun/kommuner,bronze,N?,ICT
ICT2097,nationwide,rikstäckande/landsomfattande,bronze,N?,ICT
ICT2113,neither,"""varken/""""inte heller""""""",bronze,N?,ICT
ACM329,object-oriented design methods,objektorienterade designmetoder/konstruktionsmetoder,bronze,N?,ACM
ICT2215,occupancy occupies,beläggning/innehavande ockupera/upptar,bronze,N?,ICT
ICT2246,ontology/ontologies,ontologi/ontologier,bronze,N?,ICT
ICT2248,open access,fri tillgänglighet/öppen tillgång,bronze,N?,ICT
ICT2263,opportunity,tillfälle/möjlighet,bronze,N?,ICT
ICT2282,order orders ordered,beställ/ordningens beställningar beställda/ordnade,bronze,N?,ICT
ACM564,organization/structure,organisation och struktur,bronze,N?,ACM
ICT2314,overlay network/overlay networks,överlappande nät,bronze,N?,ICT
ICT2341,parallel algorithms/modules,parallella algoritmer/moduler,bronze,N?,ICT
ACM98,parallel i/o,parallell i/o,bronze,N?,ACM
ICT2380,payment privacy,betalning integritet/betalning sekretess,bronze,N?,ICT
ICT2393,performance,prestanda/prestanda,bronze,N?,ICT
ICT2409,personal digital assistant,handdator/fickdator,bronze,N?,ICT
ACM1275,photocomposition/typesetting,fotosättning/sättning,bronze,N?,ACM
ACM1100,picture/image generation,bildgenerering,bronze,N?,ACM
ICT2462,point points,peka/punkt punkter,bronze,N?,ICT
ICT2484,portion,del/portion,bronze,N?,ICT
ICT2507,precise,exakt/precis,bronze,N?,ICT
ICT2586,program programs programmed programming,program/programmera program/programmerar programmerad programmering,bronze,N?,ICT
ICT2593,project management,projekthantering/projektstyrning/projektledning,bronze,N?,ICT
ICT2595,project planning,projektering/projektplanering,bronze,N?,ICT
ICT2621,proxy proxying proxies,proxy/proxyserver/mellanserver/ställföreträdare/förmedlingen proxy/förmedlingarna,bronze,N?,ICT
ACM1369,public policy issues,allmänna policyfrågor/allmänpolitiska frågor,bronze,N?,ACM
ICT2630,publish/subscribe,publicera/prenumerera,bronze,N?,ICT
ICT2631,publish/subscribe proxy,publicera/prenumerera proxy,bronze,N?,ICT
ICT2644,quality assurance,kvalitetssäkring/kvalitetsarbete,bronze,N?,ICT
ICT2670,radio base station/radio base stations,radiobasstation/radiobassstationer,bronze,N?,ICT
ICT2672,radio frequency identification/radio-frequency identification,radiofrekvensidentifiering,bronze,N?,ICT
ICT2688,rapid rapidly,snabb/hastig snabbt,bronze,N?,ICT
ICT2692,rate rates rating ratings,grad/mått uppskattning/värdering,bronze,N?,ICT
ICT2742,refill/top-up,påfyllning / top-up,bronze,N?,ICT
ICT2744,reflect reflected reflection,reflektera reflekterade reflektion/eftertanke,bronze,N?,ICT
ACM1376,regulation,föreskrifter/författningar,bronze,N?,ACM
ICT2790,renewable,förnyelsebar/förnybar,bronze,N?,ICT
ICT2791,renewable energy,förnyelsebar energy/förnybar energi,bronze,N?,ICT
ICT2792,rent/buy,hyra/köpa,bronze,N?,ICT
ICT2796,repeater system,relästation/repeater,bronze,N?,ICT
ICT2798,reply replies,svara/svar svar,bronze,N?,ICT
ACM318,requirements/specifications,kravspecifikationer,bronze,N?,ACM
ICT2815,research researchers,forska/forskning forskare,bronze,N?,ICT
ICT2847,retain retaining retention,behålla kvarhållande kvarhållande/fasthållande,bronze,N?,ICT
ICT2860,review reviewer,översyn/granska/sammanställning granskaren,bronze,N?,ICT
ICT2862,revolution,revolution/omvälvning,bronze,N?,ICT
ACM202,risc/cisc,risc/cisc-,bronze,N?,ACM
ICT2932,schema,schema / schematisk framställning,bronze,N?,ICT
ICT2934,school/school,skola/skolor,bronze,N?,ICT
ICT2939,scratch card/bank card packaging process,skrapkort / bankkort förpackningsprocessen,bronze,N?,ICT
ICT2940,screen screening,skärm avskärma/avskärmning,bronze,N?,ICT
ICT2951,secret,hemlig/hemlighet,bronze,N?,ICT
ICT2969,security measures/controls,säkerhetsåtgärder/kontroller,bronze,N?,ICT
ICT3006,sensor/sensors,sensor/sensorer,bronze,N?,ICT
ICT3007,sent sents,från/avsändare,bronze,N?,ICT
ICT3033,service oriented architecture/service-oriented architecture,tjänsteorienterad arkitektur,bronze,N?,ICT
ICT3100,simulation/simulations,simulering/simuleringar,bronze,N?,ICT
ICT3131,smart environments,smarta miljöer/intelligenta omgivningar,bronze,N?,ICT
ICT3136,smart phone smartphone / smartphones,smarttelefon / smarttelefoner,bronze,N?,ICT
ICT3144,social network/social networking,sociala nätverk,bronze,N?,ICT
ACM345,software/program verification,programverifiering,bronze,N?,ACM
ICT3163,solar cell/solar cells,solcell/solcellar,bronze,N?,ICT
ACM565,sorting/searching,sortering och sökning,bronze,N?,ACM
ICT3183,speaker speakers,talare/högtalare talare/högtalare,bronze,N?,ICT
ICT3245,stream streams streaming,strömma/strömmen strömmarna strömmande,bronze,N?,ICT
ICT3264,subject subjective,ärende/rubrik,bronze,N?,ICT
ICT3298,supervision,övervakning/tillsyn/uppsikt,bronze,N?,ICT
ICT3353,tag tags tagging,tagg/etikett taggar taggning,bronze,N?,ICT
ICT3393,template/templates,mall/mallar,bronze,N?,ICT
ACM567,theory of computation,databehandlingens teori/datalogi/datavetenskap,bronze,N?,ACM
ACM394,time estimation,beräkning av tidsåtgång/tidsuppskattning,bronze,N?,ACM
ICT3510,transform transformed transformation,omvandla transformerad/förvandlas omvandling,bronze,N?,ICT
ACM1378,use/abuse of power,bruk/missbruk av makt,bronze,N?,ACM
ICT3652,value/values,värde/värderingar,bronze,N?,ICT
ICT3664,various,olika/diverse,bronze,N?,ICT
ICT3675,version,version/avfattning,bronze,N?,ICT
ICT3679,vertical handoff/handover,vertikal överlämning,bronze,N?,ICT
ACM1142,visible line/surface algorithms,algoritmer för synliga linjer och ytor,bronze,N?,ACM
ICT3749,web application/web applications,webbapplikation/webbapplikationer,bronze,N?,ICT
ICT3778,wi-fi/wifi,wi-fi/wifi,bronze,N?,ICT
ICT3821,work process,arbetsprocess/arbetssätt,bronze,N?,ICT
ICT3822,work works worked working,arbeta/arbete arbetar arbetade arbetar,bronze,N?,ICT
