id,eng_lemma,swe_lemma,status,pos,src
ACM984,algorithms (f.2.1,algoritmer (f.2.1,bronze,N?,ACM
ICT106,alliance alliances,allians allianser,bronze,N?,ICT
ICT114,alternative alternatives alternate alternating alternatively,alternativ alternativ alterera alternerande alternativt,bronze,N?,ICT
ICT123,amend amended amending,ändra ändras ändrings,bronze,N?,ICT
ICT125,amount|s,belopp uppgår,bronze,N?,ICT
ACM593,analysis of algorithms and problem complexity (6,analys av algoritmer och problemkomplexitet (6,bronze,N?,ACM
ICT136,analyze analyzed,analysera analyseras,bronze,N?,ICT
ICT145,antenna|s,antenn antenner,bronze,N?,ICT
ICT150,appear appearance appeared,synas utseende verkade,bronze,N?,ICT
ICT151,appliance appliances,apparat apparater,bronze,N?,ICT
ICT152,applicable applicability,tillämplig tillämpbarhet,bronze,N?,ICT
ICT154,application applications applicable,tillämpning tillämpningar tillämpbar,bronze,N?,ICT
ACM249,applications (smtp,tillämpningar (smtp,bronze,N?,ACM
ACM1000,applications and expert systems (h.4,tillämpningar och expertsystem (h.4,bronze,N?,ACM
ACM304,applicative programming,applikativ (funktionell programmering,bronze,N?,ACM
ICT164,apply applies applying applied,applicera,bronze,N?,ICT
ICT166,approach approaches approachable approaching,metod metoder tillgänglig annalkande,bronze,N?,ICT
ICT168,approve approves approved approval,godkänna godkänner godkänd godkännande,bronze,N?,ICT
ICT171,architecture architectures architectural,arkitektur,bronze,N?,ICT
ICT172,archive archiving,arkiv arkivering,bronze,N?,ICT
ICT173,area areas,område områden,bronze,N?,ICT
ICT181,article articles,artikel artiklar,bronze,N?,ICT
ICT183,ask asks asking,fråga frågar be,bronze,N?,ICT
ICT185,aspect aspects,aspekt aspekter,bronze,N?,ICT
ICT186,assembly assemble assembled,montering montera monterad,bronze,N?,ICT
ICT187,asset|s,tillgångs tillgångar,bronze,N?,ICT
ICT189,assist assists assistant assistance,bistå assist assistent assistans,bronze,N?,ICT
ICT190,associate associating associated association,associera associera associerad sammanslutning,bronze,N?,ICT
ICT197,asynchronous asynchronously,asynkron asynkront,bronze,N?,ICT
ICT203,attack attacks attacker,attack attacker attackeraren,bronze,N?,ICT
ICT204,attempt attempts attempting,försök försök som försöker,bronze,N?,ICT
ICT205,attendant attended,skötare deltog,bronze,N?,ICT
ICT207,attribute attributes,attribut attributen,bronze,N?,ICT
ICT215,authenticate authenticity authenticated authentication authentications authenticator authenticating,verifiera äktheten authenticated autentiserings autentiseringar verifieraren autentiserande,bronze,N?,ICT
ICT220,author authors authority authorities authorized authorization,författare författarna auktoritet myndigheterna auktoriserad auktorisation,bronze,N?,ICT
ACM572,automata (e.g.,automater (t.ex. ändliga,bronze,N?,ACM
ICT228,automatic automatically,automatisk automatiskt,bronze,N?,ICT
ACM1008,automatic programming (1.2,automatisk programmering (1.2,bronze,N?,ACM
ICT232,automation,automatiserade automatisering,bronze,N?,ICT
ICT235,available availability,tillgänglig tillgänglighet,bronze,N?,ICT
ICT237,avoid avoids avoiding avoidance,undvika undviker undviker undvikande,bronze,N?,ICT
ICT238,awake awaken,vaken vakna,bronze,N?,ICT
ICT239,aware awareness,medveten medvetenhet,bronze,N?,ICT
ICT247,badge|s,märke märken,bronze,N?,ICT
ICT253,band|s,bandet banden,bronze,N?,ICT
ICT257,base based,bas baserad,bronze,N?,ICT
ICT258,base station basestation,basstation,bronze,N?,ICT
ICT260,basic basically,grundläggande princip,bronze,N?,ICT
ICT263,battery,batteri batterier,bronze,N?,ICT
ICT271,become|s becoming,bli|r blir,bronze,N?,ICT
ICT274,begin began begins beginning,"""börja började börjar """"med början""""""",bronze,N?,ICT
ICT293,bind binding bindings,binda bindande bindningar,bronze,N?,ICT
ICT294,biodegradable,biologiskt nedbrytbar,bronze,N?,ICT
ICT298,bit bits,bit bitar,bronze,N?,ICT
ICT308,body bodies,huvuddel inlaga,bronze,N?,ICT
ICT309,book books,bok böcker,bronze,N?,ICT
ICT313,borrow borrowed borrowing,låna lånat upplåning,bronze,N?,ICT
ACM573,bounded-action devices (e.g.,enheter med förutbestämda åtgärder (t.ex. turingmaskiner,bronze,N?,ACM
ICT323,break beaking breakable,bryta beaking brytbar,bronze,N?,ICT
ICT339,browse browsing,bläddra bläddring,bronze,N?,ICT
ICT343,buffer|s buffers buffered buffering,bufferten|buffertar buffert buffrad buffrande,bronze,N?,ICT
ICT346,build builds building buildings,bygga bygger bygga byggnader,bronze,N?,ICT
ICT350,bundle|s bundled,bunta|r buntade,bronze,N?,ICT
ICT351,burst|s bursty,skur|ar skurvis,bronze,N?,ICT
ICT352,business businesses,verksamheten företag,bronze,N?,ICT
ICT371,byte bytes,byte bytes,bronze,N?,ICT
ICT382,calendar|s calendaring,kalender|kalendrar kalandrering,bronze,N?,ICT
ICT384,call called calling calls,telefonera,bronze,N?,ICT
ICT394,cancellation cancelling,annullering annullera,bronze,N?,ICT
ICT397,cannot,kan inte,bronze,N?,ICT
ICT396,capable capabilities capability,kapabel kapacitet kapacitet,bronze,N?,ICT
ICT412,case cases,fall fallen,bronze,N?,ICT
ICT415,cause causes causing,"""orsaka orsaker """"som orsakar""""""",bronze,N?,ICT
ICT417,cell cells,cell celler,bronze,N?,ICT
ACM218,cellular architecture (e.g.,cellulär arkitektur,bronze,N?,ACM
ICT419,center centre centers,center centra,bronze,N?,ICT
ICT420,central centralized centralization,central centraliserad centralisering,bronze,N?,ICT
ICT424,certificate certifies,certifikat intygar,bronze,N?,ICT
ICT435,chapter chapters,kapitlet kapitel,bronze,N?,ICT
ICT439,charges charging charged,laddningar laddar laddade,bronze,N?,ICT
ICT442,charter charters,stadgan stadgar,bronze,N?,ICT
ICT443,cheap cheaper,billig billigare,bronze,N?,ICT
ICT445,check checks checked checking,kontrollera kontroller kontrolleras kontroll,bronze,N?,ICT
ICT451,cipher ciphering,chiffer chiffre,bronze,N?,ICT
ICT452,circuit circuitry,krets kretsar,bronze,N?,ICT
ICT464,class classes,klass klasser,bronze,N?,ICT
ACM1220,classifier design and evaluation,design och utvärdering av klassificerare,bronze,N?,ACM
ICT466,classify classifies,klassificera klassificerar,bronze,N?,ICT
ICT467,clear clears clearly,klara rensar klart,bronze,N?,ICT
ICT472,clock|s clocking,klocka|klockor klockning,bronze,N?,ICT
ICT489,codes coded coding,koder kodade kodning,bronze,N?,ICT
ICT500,collection collections,insamlings samlingar,bronze,N?,ICT
ICT501,collision collide,kollision kolliderar,bronze,N?,ICT
ICT505,combine combines combining combination combinations combined,kombinera kombinerar kombinera kombination kombinationer kombineras,bronze,N?,ICT
ICT506,come comes coming,komma kommer kommande,bronze,N?,ICT
ICT517,committee|s,utskott|kommittéer,bronze,N?,ICT
ICT518,common commonality,gemensam gemensamhet,bronze,N?,ICT
ICT520,communication communications communicate communicating communicator,kommunikation kommunikationer kommunicera kommunicerar kommunikatör,bronze,N?,ICT
ICT527,company companies,företag,bronze,N?,ICT
ICT528,compare compared comparing comparable,jämföra jämförs jämföra jämförbar,bronze,N?,ICT
ICT525,compatible compability,kompatibel kompabilitet,bronze,N?,ICT
ICT531,compete competing,konkurrera konkurrerande,bronze,N?,ICT
ICT540,complex complexity,komplex komplexitet,bronze,N?,ICT
ICT549,compress compressed compression,komprimera komprimerad kompression,bronze,N?,ICT
ICT550,comprises comprising,innefattar innefattande,bronze,N?,ICT
ACM596,computation of transforms (e.g.,beräkning av transformer,bronze,N?,ACM
ACM1352,computer uses in education,användning av datorer i utbildning,bronze,N?,ACM
ACM1325,computer-aided engineering,datorstödd ?,bronze,N?,ACM
ICT555,computer|s computed compute computation computations computing,dator|er beräknas beräkna beräknings beräkningar databehandling,bronze,N?,ICT
ICT559,concatenate concatenation concatenating,sammanbinda konkatenering konkatenering,bronze,N?,ICT
ICT562,concept|s,koncept begreppen,bronze,N?,ICT
ICT566,conclude concluded,sluta slutsatsen,bronze,N?,ICT
ICT572,configurable computing,konfigurerbar databehandling,bronze,N?,ICT
ICT574,configure configures configuration configurations configurable,konfigurera konfigurerar konfigurations konfigurationer konfigurerbara,bronze,N?,ICT
ICT578,congestion identification,identifiering av överbelastning,bronze,N?,ICT
ICT591,consider considered,överväga anses,bronze,N?,ICT
ICT594,consolidates consolidation,konsoliderar konsolidering,bronze,N?,ICT
ICT597,constraint constraints constrained,begränsnings begränsningar begränsas,bronze,N?,ICT
ICT600,consume|s consumption,konsumera förbrukar förbrukning,bronze,N?,ICT
ICT602,contact contacts contacted contacting,kontakt kontakter kontaktade kontakt,bronze,N?,ICT
ICT604,contain contains containers containing contained,innehåller innehåller containrar innehållande inne,bronze,N?,ICT
ICT605,contenders contending,utmanare stridande,bronze,N?,ICT
ICT608,content contents,innehåll,bronze,N?,ICT
ICT623,context-aware computing,kontextmedveten databehandling,bronze,N?,ICT
ICT628,continue continues continued continuing,fortsätta fortsätter fortsatt fortsatt,bronze,N?,ICT
ICT632,contribute contributing contributed contribution,bidra bidragande bidragit bidrag,bronze,N?,ICT
ICT634,control controls controlling controlled controller,"""styr kontroller """"som styr"""" styrd regulator""",bronze,N?,ICT
ACM17,control structure performance analysis and design aids,styrstrukturer: hjälpmedel för prestandaanalys och konstruktion,bronze,N?,ACM
ACM21,control structure reliability,styrstrukturer: tillförlitlighet,bronze,N?,ACM
ICT646,convergent converged convergence converging,konvergent konvergerade konvergens konvergerande,bronze,N?,ICT
ICT647,conversation conversations conversational conversely conversion,konversation konversationer konversationell omvänt konvertering,bronze,N?,ICT
ICT649,convert converts converter converted converting,konvertera omvandlar omvandlare konverterad omvandla,bronze,N?,ICT
ICT651,convolutional coding,faltningskodning,bronze,N?,ICT
ICT652,cooperation cooperating,samverkan samarbetsvilliga,bronze,N?,ICT
ICT656,coordinate coordination coordinated coordinating,samordna samordnas samordnande samordning,bronze,N?,ICT
ICT657,coordinate|s,koordinat|koordinater,bronze,N?,ICT
ICT673,correct correction correcting,korrekt korrigering korrigera,bronze,N?,ICT
ICT676,cost costs,kostnad kostnader,bronze,N?,ICT
ICT685,country countries,land länderna,bronze,N?,ICT
ICT687,coupled coupling,kopplad koppling,bronze,N?,ICT
ICT690,cover covered,täck täckt,bronze,N?,ICT
ICT693,create creates creating created,skapa,bronze,N?,ICT
ICT695,credit credited,kredit kredite,bronze,N?,ICT
ICT721,customer customers customize customized,kund kunder,bronze,N?,ICT
ICT740,data-centric,uppgifter centrerade,bronze,N?,ICT
ICT745,data-only,endast data,bronze,N?,ICT
ICT753,database databases,databas,bronze,N?,ICT
ICT760,date dates,datum datumen,bronze,N?,ICT
ICT761,day days,dag dagar,bronze,N?,ICT
ICT788,de-interlace,sätta samman två halvbilder till en helbilder,bronze,N?,ICT
ICT768,decide|s decided deciding,besluta beslutar beslutat beslutar,bronze,N?,ICT
ICT773,decisive features of devices,avgörande funktioner i enheter,bronze,N?,ICT
ICT774,decode decoder,avkoda avkodare,bronze,N?,ICT
ICT775,decreases decreased,minskar minskat,bronze,N?,ICT
ICT777,decryption decrypting,dekryptering,bronze,N?,ICT
ACM1016,deduction (e.g.,deduktion (t.ex. naturlig,bronze,N?,ACM
ICT783,define defines defining defined,definiera definierar,bronze,N?,ICT
ICT784,definition definitions definitive,definition definitioner slutgiltig,bronze,N?,ICT
ICT789,delay delays delayed,fördröjning förseningar,bronze,N?,ICT
ICT791,delay-insensitive,fördröjning okänsliga,bronze,N?,ICT
ICT792,delegation delegated,delegering,bronze,N?,ICT
ICT793,delete deletion deleted,radera radering raderas,bronze,N?,ICT
ICT795,deliver delivers delivered delivering deliverable,leverera levererar levereras leverera levererbar,bronze,N?,ICT
ICT796,delivery deliveries,leverans leveranser,bronze,N?,ICT
ICT797,delta debugging,delta felsökning,bronze,N?,ICT
ICT798,demands demanding,krav krävande,bronze,N?,ICT
ICT800,demonstrate demonstrated demonstration,demonstrera demonstreras demonstration,bronze,N?,ICT
ICT801,denial denied,förnekande förnekas,bronze,N?,ICT
ICT808,depend depends dependent depending,bero beror beroende beroende,bronze,N?,ICT
ICT813,deployment|s,spridning distributioner,bronze,N?,ICT
ICT816,derived deriving,härledd härrör,bronze,N?,ICT
ICT817,describe describes described describing,beskriva beskriver beskrivits beskriver,bronze,N?,ICT
ICT818,description descriptions,beskrivning beskrivningar,bronze,N?,ICT
ACM41,design styles (c.1.1,designmodeller,bronze,N?,ACM
ICT825,designate designed,benämna betecknad,bronze,N?,ICT
ICT826,desired desirable,önskad önskvärt,bronze,N?,ICT
ICT830,destined destination,bestämd destination,bronze,N?,ICT
ICT831,detail details,detalj detaljer,bronze,N?,ICT
ICT832,detect|s detection detectable detected,detektera upptäcker detekterings detekterbar detekteras,bronze,N?,ICT
ICT835,determine determines determining determined determination,bestämma bestämmer bestämmer beslut bestämning,bronze,N?,ICT
ICT836,develop development developments developed developing,utveckla utveckling utvecklingar utvecklade utvecklings,bronze,N?,ICT
ICT837,developer developers,utvecklare,bronze,N?,ICT
ICT846,dial dials dialed dialing,"""ringa """"ringer upp"""" uppringda uppringning""",bronze,N?,ICT
ICT848,dial-up,slå-up???,bronze,N?,ICT
ICT849,dialog dialogs,dialog dialoger,bronze,N?,ICT
ICT850,differ differs difference differences different,skiljer skiljer skillnads skillnader annorlunda,bronze,N?,ICT
ICT853,difficult difficulties,svårt svårigheter,bronze,N?,ICT
ICT856,digit digits digitized digitally digital,siffriga siffror digitaliseras digitalt digital,bronze,N?,ICT
ICT867,direct directs direction directions directive directives directed,direkt styr riktningsdirektiv riktningar direktivet riktade,bronze,N?,ICT
ICT870,direction directional,riktning riktnings,bronze,N?,ICT
ICT873,disabled disabling,inaktiverad invalidiserande,bronze,N?,ICT
ICT879,discard discarded,kassera kasserad,bronze,N?,ICT
ICT880,disconnect|s disconnected disconnection disconnecting,"""bortkopplings """"kopplar ner"""" frånkopplad urkoppling """"koppla bort""""""",bronze,N?,ICT
ICT883,discover discovering,"""upptäcka """"att upptäcka""""""",bronze,N?,ICT
ICT886,discuss discusses discussion,diskutera diskuteras diskussion,bronze,N?,ICT
ICT889,dispatch dispatching,avsändande avsändning,bronze,N?,ICT
ICT892,display displays displaying,bildskärms visar uppvisar,bronze,N?,ICT
ICT895,disseminate dissemination,sprida spridning,bronze,N?,ICT
ICT897,distinct distinction distinctive,distinkt åtskillnad särskiljnings,bronze,N?,ICT
ICT899,distributed distribution distributing,distribuerad fördelning fördelande,bronze,N?,ICT
ICT908,divide divided dividing division,klyftan uppdelad skilje divisionen,bronze,N?,ICT
ICT909,divulge|s,avslöja avslöjar,bronze,N?,ICT
ACM1262,document and text editing,dokument och redigering av text,bronze,N?,ACM
ACM1260,document and text processing (h.4,dokument och textbehandling (h.4,bronze,N?,ACM
ICT910,document documents documented,dokument dokumenterade,bronze,N?,ICT
ICT914,domain domains,domän domäner,bronze,N?,ICT
ICT921,dominate dominant,dominera dominerande,bronze,N?,ICT
ICT928,downgrade downgraded downgrading,nedgradera nedgraderade nedgradering,bronze,N?,ICT
ICT930,draft drafts,utkast,bronze,N?,ICT
ICT932,drive driven driving,driv kört körning,bronze,N?,ICT
ICT933,drop dropped dropping,släppa tappade dropp,bronze,N?,ICT
ICT935,due to,på grund av,bronze,N?,ICT
ICT937,duplex duplexing,duplex duplexe,bronze,N?,ICT
ICT938,duplicate|s,duplicera dubbletter,bronze,N?,ICT
ICT944,dynamic dynamically,dynamisk dynamiskt,bronze,N?,ICT
ICT940,dynamic|s dynamic,dynamik dynamik dynamiskt,bronze,N?,ICT
ICT956,economic economics economically,ekonomiska ekonomi ekonomiskt,bronze,N?,ICT
ICT966,effect effects effective effectively,effekt effekter effektiva effektivt,bronze,N?,ICT
ICT972,efficient efficiently,effektivitet effektivt,bronze,N?,ICT
ICT973,effort efforts,ansträngningar ansträngningen,bronze,N?,ICT
ICT974,effortlessly,"""""""utan ansträngning""""""",bronze,N?,ICT
ICT983,electrical electricity,elektrisk elektricitet,bronze,N?,ICT
ICT989,electronic control unit,styrenhet för ett fordon,bronze,N?,ICT
ACM1279,electronic publishing (h.5.4,elektronisk publicering (h.5.4,bronze,N?,ACM
ICT993,element elements,element elementet,bronze,N?,ICT
ACM319,elicitation methods (e.g.,framlockningsmetoder (t.ex. prototypsystem,bronze,N?,ACM
ICT995,eliminates eliminated,eliminerar elimineras,bronze,N?,ICT
ICT1004,emergency emergencies emerging,"""""""akut nödsituation"""" """"akuta nödsituationer"""" """"under utveckling""""""",bronze,N?,ICT
ICT1005,emergent emerging,emergent växande,bronze,N?,ICT
ICT1015,emulates emulation,emulerar emulering,bronze,N?,ICT
ICT1017,emulator for contactless card,emulator för kontaktlösa kort,bronze,N?,ICT
ICT1019,enable enables enabled enabling,möjliggöra möjliggör aktiverat möjliggör,bronze,N?,ICT
ICT1020,encapsulates encapsulated encapsulating,inkapslar inkapslad inkapslande,bronze,N?,ICT
ICT1021,encode encoded encoding,koda kodad kodning,bronze,N?,ICT
ICT1023,encodings encoding encoded encoder,kodningar kodning kodas kodare,bronze,N?,ICT
ICT1024,encourage encourages,uppmuntra uppmuntrar,bronze,N?,ICT
ICT1025,encrypt encrypted encryption,kryptera krypterad kryptering,bronze,N?,ICT
ICT1029,endpoint endpoints,ändpunkts ändpunkterna,bronze,N?,ICT
ICT1048,engineer|s engineering engineered,ingenjör|er ingenjörs ???,bronze,N?,ICT
ICT,english - word or words,swedish,bronze,N?,ICT
ICT1049,enhance enhanced,förbättra förbättrad,bronze,N?,ICT
ICT1051,enhancement|s,förbättring förbättringar,bronze,N?,ICT
ICT1056,enqueue,placera i kö,bronze,N?,ICT
ICT1058,enroute,på rutten,bronze,N?,ICT
ICT1059,ensure ensures,säkerställa säkerställer,bronze,N?,ICT
ICT1060,enter|s entered entering,"""ange inträder angett """"kommer in""""""",bronze,N?,ICT
ICT1069,entity entities,entitets enheter,bronze,N?,ICT
ICT1082,equalize equalizers equalization,utjämna utjämnare utjämning,bronze,N?,ICT
ICT1084,equipped equipment equips,utrustad utrustning utrustar,bronze,N?,ICT
ICT1088,error errors,fel,bronze,N?,ICT
ICT1092,essential essentially,väsentlig väsentligen,bronze,N?,ICT
ICT1093,establish establishes establishment established establishing,fastställa fastställe etablerat fastställande,bronze,N?,ICT
ICT1094,estimation estimates estimated,uppskattningar uppskattar uppskattade,bronze,N?,ICT
ACM265,ethernet (e.g.,ethernet,bronze,N?,ACM
ICT1102,evaluate evaluates evaluated evaluation,utvärdera utvärderar utvärderas utvärdering,bronze,N?,ICT
ICT1105,event events,händelse händelser,bronze,N?,ICT
ICT1111,examine examines examination examining examined,undersöka undersöker undersökning undersöker undersöktes,bronze,N?,ICT
ICT1112,example examples,exempel,bronze,N?,ICT
ICT1113,exceed|s exceeding,överstiga överstiger överstigande,bronze,N?,ICT
ICT1118,excited excitation,exciterade excite,bronze,N?,ICT
ICT1122,execute executed,exekvera exekveras,bronze,N?,ICT
ICT1124,exist exists existance existing,existera existerar existance befintlig,bronze,N?,ICT
ICT1125,expande expandes expanded expanding,expande expanderar expand expanderande,bronze,N?,ICT
ICT1126,expect|s expected expectation,förvänta|r förväntas förväntan,bronze,N?,ICT
ICT1132,experiment|s experimental experimented,experimentet experiment experimentell experimente,bronze,N?,ICT
ICT1136,expire expires expired,utlöpa löper utgånget,bronze,N?,ICT
ICT1137,explain explanation,förklara förklaring,bronze,N?,ICT
ICT1138,explicit explicitly,uttrycklig uttryckligen,bronze,N?,ICT
ICT1140,exploit exploits exploiting exploitation,utnyttja utnyttjar utnyttjar utnyttjande,bronze,N?,ICT
ICT1141,explore explores explorers explored exploring,utforska utforskar upptäckts utforskas utforska,bronze,N?,ICT
ICT1142,expose exposure exposing,exponera exponering exponera,bronze,N?,ICT
ICT1143,express expressed,uttrycka uttryckt,bronze,N?,ICT
ACM981,expressions and their representation (e.1,uttryck och deras representation (e.1,bronze,N?,ACM
ICT1145,extend extends extended extending extensible extension,sträcka sträcker förlängd sträcker töjbara förlängning,bronze,N?,ICT
ICT1149,extension extensions extensive extensible extensibility,förlängning förlängningar omfattande töjbara töjbarhet,bronze,N?,ICT
ICT1156,fabricate fabricated fabrication,fabricera fabricerad fabricering,bronze,N?,ICT
ICT1158,facilitate|s facilitating,underlätta underlättar underlättande,bronze,N?,ICT
ICT1165,fail fails failed,känd misslyckas misslyckades,bronze,N?,ICT
ICT1167,failover,växling vid fel,bronze,N?,ICT
ICT1166,failure failures,misslyckande misslyckanden,bronze,N?,ICT
ICT1175,fall falls,falla faller,bronze,N?,ICT
ICT1181,fax faxes,fax,bronze,N?,ICT
ACM1221,feature evaluation and selection,utvärdering och val av karakteristika,bronze,N?,ACM
ICT1187,feature features,funktion funktioner,bronze,N?,ICT
ICT1184,feature|s featured featuring,"""särdrag särdrag skiss """"som presenterar""""""",bronze,N?,ICT
ICT1193,fee fees,avgifts avgifter,bronze,N?,ICT
ICT1198,fiber-to-the-home,fiber till hemmet,bronze,N?,ICT
ICT1200,field fields,fält,bronze,N?,ICT
ICT1204,figure figures,figuren figurer,bronze,N?,ICT
ICT1207,file files filed,fil filer arkiveras,bronze,N?,ICT
ACM561,files (4.3,filer (4.3,bronze,N?,ACM
ICT1211,filtered filters,filtrerade filter,bronze,N?,ICT
ICT1210,filter|s filter filtering,filtret|filter filtrering filtrera,bronze,N?,ICT
ICT1212,final finally,slutlig slutligen,bronze,N?,ICT
ACM1292,financial (e.g.,finanssektor,bronze,N?,ACM
ICT1219,find finds finding,hitta fynd finna,bronze,N?,ICT
ICT1227,firewall firewalls,brandväggs brandväggar,bronze,N?,ICT
ICT1233,flexible flexibility,flexibel flexibilitet,bronze,N?,ICT
ICT1242,follow follows followed,följ följer följt,bronze,N?,ICT
ICT1246,force forces forced,kraft krafter tvingas,bronze,N?,ICT
ICT1250,fork forked forking,förgrena förgrenade förgrening,bronze,N?,ICT
ICT1251,form forms formed forming,formulär former bildas formning,bronze,N?,ICT
ACM418,formal definitions and theory (2.1,formella definitioner och teori (2.1,bronze,N?,ACM
ICT1254,format formats formatted formation,format format formaterade bildning,bronze,N?,ICT
ICT1260,found founded,funnen grundad,bronze,N?,ICT
ICT1263,fraction fractional,fraktion fraktionerad,bronze,N?,ICT
ICT1266,frame frames,ram ramar,bronze,N?,ICT
ICT1267,framework frameworks,ramverks,bronze,N?,ICT
ICT1270,free frees freed,fri frigör befriat,bronze,N?,ICT
ICT1272,free-space,fritt utrymme,bronze,N?,ICT
ICT1277,freezes freezing,fryser frysning,bronze,N?,ICT
ICT1278,frequency frequencies,frekvens frekvenser,bronze,N?,ICT
ICT1280,frequent frequently,frekvent ofta,bronze,N?,ICT
ICT1282,friend friends,vän vänner,bronze,N?,ICT
ICT1287,full fully,fullständig fullt,bronze,N?,ICT
ICT1288,full-rate,full hastighet,bronze,N?,ICT
ICT1289,function functions functional functionality functioning,funktion fungerar funktionell funktionalitet funktion,bronze,N?,ICT
ICT1304,gap gaps gapping,gap luckor gapping,bronze,N?,ICT
ICT1305,gateway gateways gatewaying,förmedlingsnod,bronze,N?,ICT
ACM5,general literary works (e.g.,allmän litterär produktion (t.ex. skönlitteratur,bronze,N?,ACM
ICT1309,general-purpose,allmänt ändamål,bronze,N?,ICT
ICT1311,generate|s generated generating generator,generera genererar genereras genererings generator,bronze,N?,ICT
ICT1312,generation generational,generationen generationsskifte,bronze,N?,ICT
ICT1318,generic generate generations generates generated generally generating generation general,"""generiska genererar generationer genererar genereras """"i allmänhet"""" alstring generation allmän""",bronze,N?,ICT
ICT1323,geographic geographical geographically,geografisk geografiska geografiskt,bronze,N?,ICT
ICT1325,geographic geographically geographical,geografisk geografiskt geografiska,bronze,N?,ICT
ICT1338,give gives given giving,ge ger given givandet,bronze,N?,ICT
ICT1342,global globally,globala globalt,bronze,N?,ICT
ICT1347,goal goals,mål,bronze,N?,ICT
ICT1352,gossip gossiping,skvaller skvallra,bronze,N?,ICT
ICT1355,grade grades graded,grade betygen graderade,bronze,N?,ICT
ICT1356,gradient|s,gradient gradienter,bronze,N?,ICT
ICT1360,graph graphs graphics graphical,graf grafer grafik grafiska,bronze,N?,ICT
ACM1130,graphics data structures and data types,grafiska datastrukturer och datatyper,bronze,N?,ACM
ACM1282,graphics recognition and interpretation,igenkänning och tolkning av grafik,bronze,N?,ACM
ACM1096,graphics systems (c.2.1,grafiska system (c.2.1,bronze,N?,ACM
ICT1364,great greater,stor större,bronze,N?,ICT
ICT1367,group grouped,grupp grupperade,bronze,N?,ICT
ICT1371,group groups grouping,gruppera grupper grupperings,bronze,N?,ICT
ICT1373,groupe spécial mobile,globalt system för mobil kommunikation,bronze,N?,ICT
ICT1375,grow grows growing,växa växer växande,bronze,N?,ICT
ICT1378,guarantee guaranteed,garanterad garantier,bronze,N?,ICT
ICT1382,guide guiding,vägleda leds,bronze,N?,ICT
ICT1387,half-rate,halv hastighet,bronze,N?,ICT
ICT1390,handle handles handling handled,handtag handtag hantering hanteras,bronze,N?,ICT
ICT1394,handset handsets,telefon telefoner,bronze,N?,ICT
ICT1399,happen happening,hända händer,bronze,N?,ICT
ICT1402,hard real-time communication,kommunikation i hård realtid,bronze,N?,ICT
ICT1407,harmonization harmonized,harmonisering harmoniserat,bronze,N?,ICT
ICT1410,headed,på väg,bronze,N?,ICT
ICT1411,header headers,huvud huvuden,bronze,N?,ICT
ICT1427,heuristic|s,heuristisk heuristki,bronze,N?,ICT
ICT1432,hide hiding hidden,gömma gömda gömd,bronze,N?,ICT
ICT1433,hierarchical hierarchies hierarchy,hierarkisk hierarkier hierarki,bronze,N?,ICT
